-0.3  0.00 
1.2   180.2
2.7   336  
4.2   408  
5.7   479  
7.2   543  
8.7   602  
10.2  657  
11.7  707  
13.2  758  
14.7  799  
16.2  835  
17.7  863  
19.2  906  
20.7  932  
22.2  958  
23.7  981  
25.2  998  
26.7  1021 
28.2  1050 
29.7  1062 
