-0.4 0.00
1.1  57.7 
2.6  90.8 
4.1  111.4
5.6  129.3
7.1  146.0
8.6  162.0
10.1 176.8
11.6 188.9
13.1 199.7
14.6 215.0
16.1 223.0
17.6 231.0
19.1 237.0
20.6 247.0
22.1 253.0
23.6 258.0
25.1 266.0
26.6 270.0
28.1 275.0
29.6 280.0
