-0.3  0.00
1.2   383
2.7   779
4.2   1129
5.7   1406
7.2   1623
8.7   1795
10.2  1948
11.7  2090
13.2  2270
14.7  2390
16.2  2520
17.7  2640
19.2  2720
20.7  2810
22.2  2870
23.7  2940
25.2  3030
26.7  3080
28.2  3170
29.7  3230
